id,text,ground_truth
tone_475,"[Rick Wright]: ""I was a steel worker and the doctor diagnosed me with Macular Dystrophy. The state had pulled my driver's license, and had declared me legally blind. We were trying to fight the Social Security Administration. I had reached the end of my rope. My wife suggested that I call Senator Coleman's office. He did what I couldn't do."" [Text on screen]: Rick got his first Social Security check plus back pay for two years. [Rick Wright]: ""That's what this country needs... is more people doing the right thing, and he does the right thing."" [Norm Coleman]: ""I'm Norm Coleman and I approved this message."" [PFB]: COLEMAN FOR SENATE '08",positive
tone_476,"[Buddy Witherspoon]: ""It's not just reforming government, it's saving America. We are under attack. We've got to stand up or our nation will be no more. Washington's become the problem. I refuse to be a part of that system of corruption. Start with term limits, ethics, ban contributions from corporate lobbyists and big oil companies. It's time for Americans to take back America. I'm Buddy Witherspoon and I approve this message because I want to secure our borders, secure our future, for my family, for your family, for America."" [PFB]: BUDDY WITHERSPOON FOR U.S. SENATE, INC.",positive
tone_477,"[Jim Martin]: ""I'm Jim Martin, and I approve this message."" [Announcer]: Saxby Chambliss says Congress had to act, but why did they have to act? It was Saxby Chambliss who voted to deregulate Wall Street speculators. Saxby Chambliss took hundreds of thousands of dollars from Wall Street, and voted to let them do whatever they wanted. He voted to give them billions more in tax breaks, and what happened? A $700 billion taxpayer bailout, and a trillion dollar deficit. Saxby economics at the root of the problem. [PFB]: MARTIN FOR SENATE & DEMOCRATIC PARTY OF GEORGIA",negative
tone_478,"[Announcer]: Radical Islamic terrorists. They hate us and want us to die. We have to be strong and ready. But, Mark Udall? He voted no on the Patriot Act. No to funding body armor. No to strengthening border security. Even as enemies seek nuclear bombs, Udall said no to missile defense. And terrorist surveillance? Udall voted no. Call Mark Udall. Tell him security comes first. Freedom's Watch is responsible for the content of this advertising. [PFB]: FREEDOM'S WATCH",negative
tone_479,"[Engelhart]:""I'm Dan Engelhart I live in Minneapolis and I'm a small business owner. Every week I could spend nearly $100 to $200 on gas; when the price of gas goes up that affects my bottom-line. I can hardly make ends meet and Norm Coleman's voting for tax breaks for big oil companies? That just shows he's completely out of touch with us. That's not the solutions we need, we need real solutions to what's going on with our economy. Whenever it counted, Norm Coleman was with Bush, not with Minnesota."" [Announcer]: ""The Democratic Senatorial Campaign Committee is responsible for the content of this advertising."" [PFB]: DSCC",negative
tone_480,"[Jeanne Shaheen]: ""How much has Washington's failed leadership cost us? You can actually put a number on it: $133,000 from every New Hampshire family. That's the cost of the 10 trillion dollar national debt. Now another trillion dollar bailout. As Governor, I balanced budgets--Washington's got to do the same. Let's end the runaway spending and billions in corporate giveaways, audit every department of government. I'm Jeanne Shaheen, I approve this message, because it's time for a change."" [PFB]: JEANNE SHAHEEN FOR SENATE",positive
tone_481,"[Announcer]:Back when Elizabeth Dole left North Carolina textiles and manufacturing drove our economy. Over the years, she's gone on to 12 different jobs in Washington, while thousands of our jobs have been eliminated by unfair trade deals she supported. She's even voted for special tax breaks for corporations that outsource jobs. Senator Dole, stop supporting tax breaks for companies that ship our jobs overseas. Citizen's for Strength and Security is responsible for the content of this advertising. [PFB]: CITIZEN'S FOR STRENGTH AND SECURITY",negative
tone_482,"[Announcer]: Bruce Lunsford may have grown up here, but today Bruce lives here and here, down there, over there and claims his residence is in Chicago. Eleven homes in six states. With his two porches and private jet, Lunsford seems to live anywhere but Kentucky. And we all know exactly how Lunsford made so much money. Doesn't Kentucky deserve a senator who puts Kentucky first? [Mitch McConnell]: ""I'm Mitch McConnell, and I approve this message."" [PFB]: MCCONNELL SENATE COMMITTEE '08",
tone_483,"[Announcer]: Our economy is in a meltdown. But, it didn't just happen. George Bush's economic policies brought us here and Bob Schaffer wants to continue them. Weak regulators. Lax oversight. Anything goes on Wall Street. Schaffer wants to continue the policies that have cost us jobs, created record deficits and left our economy in shambles. George Bush is leaving Washington. Let's make sure his economic policies leave with him. The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_484,"[Norm Coleman]: ""This is my fishing buddy, Wyatt Rhett. How many did you catch last time?"" [Wyatt]: ""Nineteen."" [Norm Coleman]: ""And how many did I catch?"" [Wyatt]: ""Zero!"" [Norm Coleman]: ""Wyatt survived a rare form of cancer, he's the reason I introduced the Conquer Childhood Cancer Act. You see, you have to work on the big issues, but you can't forget the little ones."" [Wyatt]: ""Can we go fishing now? Please."" [Norm Coleman]: ""Maybe help me catch a couple?"" [Wyatt]: ""Maybe."" [Norm Coleman]: ""I'm Norm Coleman, and I definitely approve this message."" [PFB]: COLEMAN FOR SENATE '08",positive
tone_485,"[Elizabeth Dole]: ""I'm and I approve this message."" [Announcer]: Kay Hagan on more vital issues of our times. Illegal immigration? The Charlotte Observer says, ""Hagan is not letting people know where she stands."" The War in Iraq? [Man]: ""Did you take a position on the war?"" [Kay Hagan]: ""No, we didn't take a vote on that.. ..and I can't answer that."" [Announcer]: What else is Hagan hiding? [Kay Hagan]: ""When I get up there, I will let you know."" [PFB]: ELIZABETH DOLE COMMITTEE",negative
tone_486,"[Announcer]: This past year Congress really went out of their way to accomplish... well, pretty much nothing. And, so far, this year is not looking a whole lot better. You know, if we keep electing the same kind of politicians we're going to keep receiving the same kind of service. It's time for a new kind of Senator. [Rex Rammell]: ""I believe Washington needs a good dose of common sense, and a whole new work ethic. We're going to recapture the greatness of our country. I'm Rex Rammell and I approve this message."" [PFB]: COMMITTEE TO ELECT REX RAMMELL FOR U.S. SENATE",positive
tone_487,"[McConnell]: ""Building Kentucky's future in tough economic times - it's a challenge. That's why I've worked to keep Northern Kentucky Airport one of the nation's best and a source of thousands of jobs in the region. And, I've secured millions for Northern Kentucky University, training tomorrow's workforce and giving them the tools to compete. I'm Mitch McConnell and I approved this message because creating good jobs and strengthening Kentucky's economy is my top priority."" [Announcer]: ""Senator Mitch McConnell for Kentucky's future."" [PFB]: MCCONNELL SENATE COMMITTEE 08",positive
tone_488,"[Announcer]: Gordon Smith has let them down. He voted to send our troops to war without proper armor. He extended their tours of duty. And, he voted 27 times to cut healthcare benefits for troops once they return home. Yet, he voted himself a pay raise, and gets top notch congressional healthcare. We all know Gordon Smith was wrong on the war, now you know he's shortchanging our veterans. The Democratic Senatorial Campaign Committee is responsible for the content of this ad. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_489,"[Yappy dog jumps and tries to bite fence] [Text]: ""Fibber Kay"" Hagan [Announcer]: Fib after fib she tries to turn us against Elizabeth Dole, but we know Elizabeth has been consistently voted one of the 10 most admired women in the world. Her clout works wonders for North Carolina. So, bark away, Fibber Kay. That dog don't hunt. [Elizabeth Dole]: ""I'm Elizabeth Dole, and I approved this message."" [PFB]: THE ELIZABETH DOLE COMMITTEE, NC",neutral
tone_490,"[Bruce Lunsford]: ""I'm Bruce Lunsford and I approve this message."" [Announcer]: Some political attacks are beyond the bounds of decency. Mitch McConnell's latest ad blames Bruce Lunsford for a death. The Herald-Leader reports, the charges are not backed up on-screen or off with any official documentation. Does McConnell have no shame? He'll say anything to hide his record. The worst economic crisis since the Great Depression. Billions of taxpayer dollars for Wall Street. Shipping jobs to China. After 24 years of Mitch McConnell, don't we deserve better? [PFB]: FRIENDS OF BRUCE LUNSFORD",negative
