id,ground_truth,text,implied_statement,implied_statement_without_target_info
hatespeech_target_3392,white people,' gentrification ' or ' white flight ' : whites can't win via blacks working to maintain their lands and culture ? fine . white people working to maintain their lands and culture ? ... well  you know how this goes .,White people are being oppressed.,{'oppressed'}
hatespeech_target_3393,minorities,no amount of foreign aid can substitute for an inherent racial lack of capacity for freedom .,Minorities are controlling,{'controlling'}
hatespeech_target_3394,white people,what can you do for the cause ? here's your answer : #whitegenocide #14words #wakeup,White people are dying out.,{'dying'}
hatespeech_target_3395,gay people,"at the same time, the bible says that gays should be put to death. maybe not the best thing to take life advice from.",Gay people should be killed,{'killed'}
hatespeech_target_3396,muslims,the best medicine for perverts is to ship to isil..they will take good care of u..,Muslims are terrorists,{'are'}
hatespeech_target_3397,progressives," rt every few years  the left invents a new - ism or - phobia  and it is adopted as  "" morality "" "" by #truconservatives """,Progressives force their values on others.,"{'force', 'value', 'others'}"
hatespeech_target_3398,liberals,#kansas takes a stand for human dignity  defunds #plannedparenthood #defundpp,Liberals want to murder babies through abortion,"{'want', 'murder', 'baby', 'abortion'}"
hatespeech_target_3399,muslims,"whereas, one of these inbreds who can string a sentence together and quote the qaran becomes the leader of the numb-nuts.",Muslims are not smart,{'smart'}
hatespeech_target_3400,white people,you mean the constitution written by white people for white people ? those conservatives would deny that !,Whites are self-serving,"{'self', 'serving'}"
hatespeech_target_3401,illegal immigrants,activate the ban. if these f**kers keep it up then total removal will be necessary.,Immigrants have to be removed from the country.,"{'country', 'removed'}"
hatespeech_target_3402,jewish people,golden dawn's leader interviewed about the holocaust myth ( video ) via,Jews are liars,{'liar'}
hatespeech_target_3403,non white people,if it's white it's right,non-white people are wrong,{'wrong'}
hatespeech_target_3404,liberals,committed voter fraud on a mass scale  financially threatened tulsi gabbard  leaked debate questions to hillary clinton  funded isis,Liberals trying to commit voter fraud and fund terrorists,"{'voter', 'commit', 'fund', 'trying', 'fraud'}"
hatespeech_target_3405,minorities,telling it like it is  as always : be not ashamed  white male via,Minorities are less than whites.,{'less'}
hatespeech_target_3406,illegal immigrants,deport these daca people and their illegal parents.,Immigrants should be deported,{'deported'}
hatespeech_target_3407,black people,: black slavery only matters when it can be blamed on white southerners . or when it can make white sj,Black people are whiners,{'whiner'}
hatespeech_target_3408,illegal immigrants,round them up send them home. asap.,All immigrants should be deported.,{'deported'}
hatespeech_target_3409,illegal immigrants,breaking: open-borders rino neocon marco rubio wants mass amnesty and to flood usa with third world: #teaparty #tcot,Third world people are inferior,{'inferior'}
hatespeech_target_3410,white people,non-white candidate for london mayor : there are too many white men |: via,Whites are incapable of governing,"{'governing', 'incapable'}"
hatespeech_target_3411,minorities,detroit : the death of white civilisation | more : via,Minorities push whites out,{'push'}
hatespeech_target_3412,white people," third worlders are labeled  "" white "" "" to conceal #whitegenocide """,White genocide is real,{'real'}
hatespeech_target_3413,white people,had whites put something like this out  there would be a huge manhunt for the ringleaders .,White people are violent.,{'violent'}
hatespeech_target_3414,white people,the 1790 naturalization act explicitly stated that america was only for white,White people have laws made for them.,"{'made', 'law'}"
hatespeech_target_3415,white people,saturday night live celebrates the end of the white race | daily stormer,White people are dying out.,{'dying'}
hatespeech_target_3416,illegal immigrants,"fuck it all. we should have laws making stupidy illegal. thus, overpopulation goes down",Immigrants cause overpopulations.,"{'cause', 'overpopulation'}"
hatespeech_target_3417,jewish people,trump supports jews . jews support whitegenocide . get the picture ?,Jews want to kill white people.,"{'kill', 'want'}"
hatespeech_target_3418,jewish people,fuggedaboutit  its over . we lost . th jews won . the rising tide of color against white world-supremacy * * *,Jews are anti-white,{'anti'}
hatespeech_target_3419,white people,it doesn't work that way  and all of history proves it diversity wipes out the white race and only the white race,White people are the best race.,"{'race', 'best'}"
hatespeech_target_3420,non white people,waffen-ss reenactor t-shirt from the white resister | read more : via,non-white people are inferior,{'inferior'}
hatespeech_target_3421,black people,"i wish they'd just be honest and say """"white people, we want you to die out & replace you with low-iq slave workers",Black people are stupid,{'stupid'}
hatespeech_target_3422,muslims,"muslim's are putting in practice. if mohammed done it, then it's fine.",Muslims take everything they hear as the truth,"{'truth', 'everything', 'hear', 'take'}"
hatespeech_target_3423,white people,start breeding or else white genocide accelerates in france : 1 in 3 newborns are non-white via,White people are in danger.,{'danger'}
hatespeech_target_3424,white people,make america white again : saturdays nationalist unity gathering | traditionalist youth network,White people are superior.,{'superior'}
hatespeech_target_3425,illegal immigrants,it sucks to put the burden on them.thy are outnumbered by the leeches. ne,Immigrants are like leeches,"{'leech', 'like'}"
hatespeech_target_3426,jewish people,they hate you because the jew controlled mainstream media is brainwashing them . #jewishsupremacy,Jews are liars.,{'liar'}
hatespeech_target_3427,illegal immigrants,stop illegal immigrants from voting!,Illegal immigrants shouldn't have the same right as citizens,"{'right', 'citizen'}"
hatespeech_target_3428,jewish people,south africa white genocide escalates  international jew-controlled media remains in silence via,Jewish people control the media,{'control'}
hatespeech_target_3429,minorities,: #arizona politician proposes a special holiday for white people #altoarizona #immigration,Minorities are the lesser races.,"{'race', 'lesser'}"
hatespeech_target_3430,black people,"pastors take note; white architect designed your church,whites built it,whites paid for it. whit",black folks are not able to design churches,"{'able', 'design', 'church'}"
hatespeech_target_3431,illegal immigrants,#parisattacks let them in #brusselsattacks let them in #germanyattacks let them in let them in or be attacked ? ? ?,Immigrants want to attack natives.,"{'attack', 'want'}"
hatespeech_target_3432,liberals,heidi cruz as vp for international bankers goldman sachs is a quintessential nwo globalist via,Liberals are greedy,{'greedy'}
hatespeech_target_3433,minorities,my white privilege ? see there's that again you know absolutely nothing about me or my family but i'm racist and get white privilege lol,Minorities accuse whites of special privilege,"{'special', 'accuse', 'privilege'}"
hatespeech_target_3434,black people,generally the white people who do race mix are pretty undesirable anyway. mudsharks are obese/dumb 9/10 times.,Black people are undesirable,{'undesirable'}
hatespeech_target_3435,non white people,i'm saying stop non white immigration . white people can come here all they want . and good man  i love that flag .,non-white people are inferior,{'inferior'}
hatespeech_target_3436,muslims," opposing jihad terror is opposing people who on average have darker skin than white people  so it's  "" racist "" "" . """,Opposing Muslims is racism,"{'racism', 'opposing'}"
