id,text,label,senate,democrat,ideology,ground_truth
topic_5935,A bill to require the Secretary of Labor to make periodic reports concerning the rate of unemployment and the extent to which the unemployment rate is attributable to the energy shortage.,Macroeconomics,1,0,0.324,True
topic_5936,To extend the grant program for drug-endangered children.,Law and Crime,0,1,-0.227,False
topic_5937,To amend the Internal Revenue Code of 1986 to simplify individual income tax rates.,Macroeconomics,0,0,0.609,True
topic_5938,"A bill to exclude certain members of the staff of a permanent foreign diplomatic mission, and their families and servants, from diplomatic immunity from criminal and civil process.",International Affairs,0,0,0.571,False
topic_5939,A bill to amend the Congressional Budget Act of 1974 to limit the levels of total budget outlays contained in certain concurrent resolutions on the budget.,Macroeconomics,0,1,-0.086,True
topic_5940,"To amend title 18, United States Code, to prevent misrepresentation of their ages by on-line predators as a means for the enticement of children.",Law and Crime,0,1,0.635,False
topic_5941,To amend section 3443 (relating to credits and refunds of manufacturers excise taxes) of the Internal Revenue Code,Macroeconomics,0,0,0.422,True
topic_5942,"A bill to amend the Internal Revenue Code of 1954 to provide that tax-exempt treatment allowed to certain industrial development bonds be restricted to bonds the proceeds of which are to be used within economic development areas, and to allow national banks to underwrite these bonds.",Macroeconomics,0,1,-0.476,True
topic_5943,"A bill to provide for the promotion of democracy, human rights, and rule of law in the Republic of Belarus and for the consolidation and strengthening of Belarus sovereignty and independence.",International Affairs,1,0,0.275,False
topic_5944,"A bill relating to the fixing of wage rates for employees in naval shipyards, and for other purposes",Defense,1,1,-0.046,False
topic_5945,"A bill to provide procedures for the contribution of volunteer United States military personnel to international peace operations; to amend title 10, United States Code, to provide for participation of the Armed Forces in peacekeeping activities, humanitarian activities, and refugee assistance, and for other purposes.",International Affairs,1,1,-0.452,False
topic_5946,"To amend title 38, United States Code, to improve educational assistance programs of the Department of Veterans Affairs for apprenticeship or other on-job training, and for other purposes.",Defense,0,0,0.283,False
topic_5947,"To amend the Internal Revenue Code of 1986 to revise the estate and gift taxes in order to preserve American family enterprise, and for other purposes.",Macroeconomics,0,0,0.463818,True
topic_5948,To amend the Soldiers' and Sailors' Civil Relief Act of 1940 in order to clarify the provisions of that Act with respect to certain persons in the Reserves and National Guard ordered to active duty for training for a period of more than 30 days,Defense,0,0,0.32,False
topic_5949,A bill to authorize appropriations for expenses of the U.S. section of the United States-Mexico Commission for Border Development and Friendship,International Affairs,1,0,0.627,False
topic_5950,"To require that Peace Corps volunteers be subject to the same limitations regarding coverage of abortion services as employees of the Peace Corps with respect to coverage of such services, and for other purposes.",International Affairs,0,1,-0.335,False
topic_5951,"Making appropriations for the Treasury and Post Office Departments, the Executive Office of the President, and certain independent agencies, for the fiscal year ending June 30, 1971, and for other purposes",Macroeconomics,0,1,-0.17,True
topic_5952,To amend section 151 of the Internal Revenue Code of 1954 to provide an additional exemption for Certain individuals who maintain separate households,Macroeconomics,0,1,-0.453,True
topic_5953,A bill to amend the Internal Revenue Code of 1986 to clarify the special estate tax valuation rules.,Macroeconomics,0,1,-0.189,True
topic_5954,"To establish the United States Commission on Rebuilding America for the 21st Century, and for other purposes.",Macroeconomics,0,1,-0.478,True
topic_5955,A bill to amend the Internal Revenue Code of 1954 to reduce the amount of income tax payable in the case of an individual 65 years of age or over who sells his home and does not acquire a new one.,Macroeconomics,1,0,0.413,True
topic_5956,To eliminate certain federal programs in order to significantly reduce annual budget deficits.,Macroeconomics,0,1,-0.19,True
topic_5957,"To combat trafficking of persons in the United States and countries around the world through prevention, prosecution and enforcement against traffickers, and protection and assistance to victims of trafficking.",International Affairs,0,1,-0.459,False
topic_5958,To amend section 17 of the Internal Revenue Code of 1954 to exclude from gross income up to $300 per month of scholarships and fellowship grants for which the performance of services is required,Macroeconomics,0,1,-0.47,True
topic_5959,"To amend the Foreign Assistance Act of 1961 to authorize assistance to provide contraceptives in developing countries in order to prevent unintended pregnancies, abortions, and the transmission of sexually transmitted infections, including HIV/AIDS.",International Affairs,0,1,-0.319,False
topic_5960,"To amend the Internal Revenue Code of 1954 to equalize taxation among financial institutions, and for other purposes",Macroeconomics,0,0,0.862,True
topic_5961,To spur job growth by reducing individual capital gains rates and to make permanent the Economic Growth and Tax Relief Act of 2001.,Macroeconomics,0,0,0.827,True
topic_5962,"To require the exchange of interest-bearing obligations of the United States held by certain agencies of the United States for non-interest-bearing Treasury certificates, and for other purposes",Macroeconomics,0,0,0.372,True
topic_5963,To amend the Internal Revenue Code of 1986 to apply the look-thru rules for purposes of the foreign tax credit limitation to dividends from foreign corporations not controlled by a domestic corporation.,Macroeconomics,0,0,0.697,True
topic_5964,"To provide for the deduction by a divorced husband of certain payments for the support of minor children, for the reduction of the exemptions claimed by the divorced wife in such cases, and for other purposes",Law and Crime,0,0,0.352,False
topic_5965,A bill to amend the Internal Revenue Code of 1954 to increase from $1 million to ??????10 million the exemption from industrial development bond treatment for certain small issues.,Macroeconomics,0,1,-0.308,True
topic_5966,To amend the Internal Revenue Code of 1986 to adjust the limits on expensing of certain depreciable business assets.,Macroeconomics,0,1,-0.4,True
topic_5967,"To amend the Internal Revenue Code of 1986 to expand, and extend for 10 years, the American Samoa economic development credit.",Macroeconomics,0,1,-0.359602,True
